Name,Album,Artist,Album_Artist,Genre,Year,Date_Added,Group,Play_Count,Location,All_Artists,Comments,Composer
Never Change [Extended Version],Never Change [Single],Don Diablo,Don Diablo,Future House / Future Bounce,2019,2020-01-16 00:27:56,HEXAGON,11,iTunes Media/Music/Don Diablo/Never Change [Single]/Never Change [Extended Version].mp3,Don Diablo,2019/09/05,
Azimuth [Extended Mix],Azimuth [Single],DASH3N & Slink13,DASH3N & Slink13,Big Room,2019,2020-01-16 00:27:56,QUARTZO,4,iTunes Media/Music/DASH3N & Slink13/Azimuth [Single]/Azimuth [Extended Mix].mp3,"DASH3N, Slink13",2019/07/14,
Homies,Homies [Single],2Scratch (feat. Young Jae),2Scratch,Trap,2019,2020-01-16 01:17:04,-,5,iTunes Media/Music/2Scratch/Homies [Single]/Homies.m4a,"2Scratch, Young Jae",2019/08/31,
do you feel the same?,do you feel the same? [Single],Barradeen,Barradeen,Lofi Hip Hop,2019,2020-01-16 01:17:04,-,5,iTunes Media/Music/Barradeen/do you feel the same_ [Single]/do you feel the same_.m4a,Barradeen,2019/06/16,
Summer Coffee,Summer Coffee [Single],Barradeen,Barradeen,Lofi Hip Hop,2019,2020-01-16 01:17:04,-,6,iTunes Media/Music/Barradeen/Summer Coffee [Single]/Summer Coffee.m4a,Barradeen,2019/01/11,
Sad Machine [Renzyx Remix],Sad Machine [Remix],Porter Robinson,Porter Robinson,Indie Dance / Nu Disco,2019,2020-01-16 01:17:04,-,9,iTunes Media/Music/Porter Robinson/Sad Machine [Remix]/Sad Machine [Renzyx Remix].m4a,"Porter Robinson, Renzyx",2019/12/25,
My Kind,My Kind [Single],Syris & Conlin,Syris & Conlin,Melodic Dubstep,2019,2020-01-16 02:38:20,KILLABITE MEDIA,2,iTunes Media/Music/Syris & Conlin/My Kind [Single]/My Kind.mp3,"Conlin, Syris",2019/12/06,
Lost In Your Love [Alkaz Remix],Lost In Your Love [Remix],Friendzone (feat. KARRA),Friendzone,Progressive House,2019,2020-01-16 02:38:20,GLOW,5,iTunes Media/Music/Friendzone/Lost In Your Love [Remix]/Lost In Your Love [Alkaz Remix].mp3,"Alkaz, Friendzone, KARRA",2019/12/17,
Game Over [Jonth VIP Edit],Game Over [Remix],Debris,Debris,Future House / Future Bounce,2019,2020-01-16 02:38:20,-,7,iTunes Media/Music/Debris/Game Over [Remix]/Game Over [Jonth VIP Edit].mp3,"Debris, Jonth",2019/12/26,
Young Money [Extended Mix],Young Money [Single],DubVision,DubVision,House,2019,2020-01-16 02:38:20,STMPD,19,iTunes Media/Music/DubVision/Young Money [Single]/Young Money [Extended Mix].mp3,DubVision,2019/09/20,
Bangarang [RetroVision Flip],Bangarang,Skrillex (feat. Sirah),Skrillex,Bass House,2019,2020-01-16 02:39:47,-,4,iTunes Media/Music/Skrillex/Bangarang/02 Bangarang [RetroVision Flip].m4a,"RetroVision, Sirah, Skrillex",2019/12/23,
Flowering (너로피어오라),Flowering (너로피어오라),Dareharu 달의하루,Dareharu 달의하루,K-Rock,2020,2020-07-01 21:24:48,-,6,iTunes Media/Music/Dareharu 달의하루/Flowering (너로피어오라)/01 Flowering (너로피어오라).mp3,Dareharu 달의하루,2020/04/24,
Leavin' [Extended Mix],Leavin' [Extended Mix],Blackcode & RMCM (feat. Alessa),Blackcode & RMCM,Progressive House,2019,2020-07-01 21:24:48,REVEALED,11,iTunes Media/Music/Blackcode & RMCM/Leavin' [Extended Mix]/Leavin' [Extended Mix].mp3,"Alessa, Blackcode, RMCM",2019/10/21,
UFO,UFO [Single],Don Diablo × Eldzhey Элджей,Don Diablo × Eldzhey Элджей,Future House / Future Bounce,2019,2020-07-01 21:24:48,EFFECTIVE / HEXAGON,10,iTunes Media/Music/Don Diablo × Eldzhey Элджей/UFO [Single]/UFO.mp3,"Don Diablo, Eldzhey Элджей",2019/11/15,
Bringin It Back [Original Mix],Press Play,Afrojack,Afrojack,Big Room,2018,2020-07-01 21:24:48,WALL,3,iTunes Media/Music/Afrojack/Press Play/01 Bringin It Back [Original Mix].mp3,Afrojack,2018/08/31,
Never Letting Go [Extended Mix],Never Letting Go [Single],Synaps,Synaps,Progressive House,2019,2020-07-01 21:24:48,KULTURE MUSIC,4,iTunes Media/Music/Synaps/Never Letting Go [Single]/Never Letting Go [Extended Mix].mp3,Synaps,2019/10/14,
Light Me Up [Original Mix],Seoul By Night,Aiobahn,Aiobahn,Future House / Future Bounce,2019,2020-07-01 21:24:48,AWAKEN,4,iTunes Media/Music/Aiobahn/Seoul By Night/Light Me Up [Original Mix].mp3,Aiobahn,2019/12/31,
1234 [Extended Mix],1234 [Single],Afrojack × Fedde Le Grand (feat. MC Ambush),Afrojack × Fedde Le Grand,Big Room,2020,2020-07-01 21:24:48,WALL,6,iTunes Media/Music/Afrojack × Fedde Le Grand/1234 [Single]/1234 [Extended Mix].mp3,"Afrojack, Fedde Le Grand, MC Ambush",2020/03/13,
Fragments,Fragments [Single],Aiobahn (feat. KOCHO),Aiobahn,Kawaii Future Bass,2020,2020-07-01 21:24:48,BITBIRD,8,iTunes Media/Music/Aiobahn/Fragments [Single]/Fragments.mp3,"Aiobahn, KOCHO",2020/06/02,
Ghost Town [Extended Mix],Ghost Town [Single],"Aiobahn, David Shane & Balville","Aiobahn, David Shane & Balville",Future House / Future Bounce,2020,2020-07-01 21:24:48,REVEALED,13,"iTunes Media/Music/Aiobahn, David Shane & Balville/Ghost Town [Single]/Ghost Town [Extended Mix].mp3","Aiobahn, Balville, David Shane",2020/04/15,
Meant To Be,Meant To Be [Single],Aiobahn & Vin,Aiobahn & Vin,Future House / Future Bounce,2020,2020-07-01 21:24:48,MONSTERCAT,18,iTunes Media/Music/Aiobahn & Vin/Meant To Be [Single]/Meant To Be.mp3,"Aiobahn, Vin",2020/03/31,
About U,Rocket League × Monstercat Vol. 3,Aiobahn & Vin,Various Artist,Future House / Future Bounce,2018,2020-07-01 21:24:48,MONSTERCAT,14,iTunes Media/Music/Various Artist/Rocket League × Monstercat Vol. 3/02 About U.mp3,"Aiobahn, Vin",2018/05/25,
All Night Long [Extended Mix],All Night Long [Single],Jonas Blue & RetroVision,Jonas Blue & RetroVision,Future House / Future Bounce,2019,2020-07-01 21:24:48,ELECTRONIC NATURE,6,iTunes Media/Music/Jonas Blue & RetroVision/All Night Long [Single]/All Night Long [Extended Mix].mp3,"Jonas Blue, RetroVision",2019/11/15,
Always [Extended Mix],Balance,Armin van Buuren & BT (feat. Nation Of One),Armin van Buuren,Trance,2019,2020-07-01 21:24:48,ARMADA MUSIC,4,iTunes Media/Music/Armin van Buuren/Balance/Always [Extended Mix].mp3,"Armin van Buuren, BT, Nation Of One",2019/10/25,
Fusion [Extended Mix],Fusion [Single],Aneesh Chengappa,Aneesh Chengappa,Future House / Future Bounce,2020,2020-07-01 21:24:48,-,5,iTunes Media/Music/Aneesh Chengappa/Fusion [Single]/Fusion [Extended Mix].mp3,Aneesh Chengappa,2020/05/28,
Animal Crossing: New Horizons [Tokyo Machine Remix],Animal Crossing: New Horizons [Remix],Kazumi Totaka ,Kazumi Totaka,8-Bit House,2020,2020-07-01 21:24:48,GAMECHOPS,14,iTunes Media/Music/Kazumi Totaka/Animal Crossing_ New Horizons [Remix]/Animal Crossing_ New Horizons [Tokyo.mp3,"Kazumi Totaka , Tokyo Machine",2020/04/12,
Let The Music Guide You (ASOT 950 Anthem) [Extended Mix],Let The Music Guide You (ASOT 950 Anthem) [Single],Armin Van Buuren,Armin van Buuren,Trance,2019,2020-07-01 21:24:48,ASOT,3,iTunes Media/Music/Armin van Buuren/Let The Music Guide You (ASOT 950 Anthem/Let The Music Guide You (ASOT 950 An.mp3,Armin Van Buuren,2019/11/22,
Ghost,DEATH STRANDING: Timefall,Au/Ra × Alan Walker,Au/Ra × Alan Walker,Chill Trap,2019,2020-07-01 21:24:48,SONY MUSIC,4,iTunes Media/Music/Au_Ra × Alan Walker/DEATH STRANDING_ Timefall/Ghost.mp3,"Alan Walker, Au/Ra",2019/11/07,
Shapeshifter,Shapeshifter [Single],Celldweller (feat. Styles Of Beyond),Celldweller,Hard Rock,2005,2020-07-01 21:24:48,POSITION MUSIC,3,iTunes Media/Music/Celldweller/Shapeshifter [Single]/Shapeshifter.mp3,"Celldweller, Styles Of Beyond",2005/10/14,
Table Flipping Machine [Extended Mix],Table Flipping Machine [Single],Dada Life,Dada Life,Electro House,2019,2020-07-01 21:24:48,REVEALED,11,iTunes Media/Music/Dada Life/Table Flipping Machine [Single]/Table Flipping Machine [Extended Mix.mp3,Dada Life,2019/11/08,
Shiawase,Rocket League × Monstercat Vol. 3,Dion Timmer,Various Artist,Kawaii Future Bass,2018,2020-07-01 21:24:48,MONSTERCAT,13,iTunes Media/Music/Various Artist/Rocket League × Monstercat Vol. 3/01 Shiawase.mp3,Dion Timmer,2018/05/25,
Inside My Head (Voices) [Extended Mix],Inside My Head (Voices) [Single],Don Diablo,Don Diablo,Future House / Future Bounce,2020,2020-07-01 21:24:48,HEXAGON,9,iTunes Media/Music/Don Diablo/Inside My Head (Voices) [Single]/Inside My Head (Voices) [Extended Mi.mp3,Don Diablo,2020/05/01,
Congratulations [Don Diablo VIP Mix],Congratulations,Don Diablo (feat. Brando),Don Diablo,Future House / Future Bounce,2020,2020-07-01 21:24:48,HEXAGON,9,iTunes Media/Music/Don Diablo/Congratulations/02 Congratulations [Don Diablo VIP M.mp3,"Brando, Don Diablo",2020/01/17,
Bad [Extended Mix],Bad [Single],Don Diablo (feat. Zak Abel),Don Diablo,Deep House,2020,2020-07-01 21:24:48,VIRGIN / HEXAGON,7,iTunes Media/Music/Don Diablo/Bad [Single]/Bad [Extended Mix].mp3,"Don Diablo, Zak Abel",2020/03/20,
Masquerade [Extended Mix],Masquerade [Single],Dyro,Dyro,Electro House,2019,2020-07-01 21:24:48,STMPD,7,iTunes Media/Music/Dyro/Masquerade [Single]/Masquerade [Extended Mix].mp3,Dyro,2019/09/27,
Greenpath [Jazz Cover],Greenpath [Cover],insaneintherainmusic,insaneintherainmusic,Jazz,2020,2020-07-01 21:24:48,-,5,iTunes Media/Music/insaneintherainmusic/Greenpath [Cover]/Greenpath [Jazz Cover].mp3,"insaneintherainmusic, Christopher Larkin",2020/03/11,Christopher Larkin
Hypnotize [Extended Mix],Hypnotize [Single],Jasted × Chester Young (feat. LexBlaze),Jasted × Chester Young,Future House / Future Bounce,2019,2020-07-01 21:24:48,DHARMA,5,iTunes Media/Music/Jasted × Chester Young/Hypnotize [Single]/Hypnotize [Extended Mix].mp3,"Chester Young, Jasted, LexBlaze",2019/10/25,
Time [Original Mix],Dream Odyssey [EP],Julian Calor & Aiobahn,Julian Calor,Progressive House,2019,2020-07-01 21:24:48,MONSTERCAT,13,iTunes Media/Music/Julian Calor/Dream Odyssey [EP]/Time [Original Mix].mp3,"Aiobahn, Julian Calor",2019/10/21,
No Fear Anymore,No Fear Anymore [Single],Julian Calor (feat. Ava Silver),Julian Calor,Future Bass,2019,2020-07-01 21:24:48,MONSTERCAT,12,iTunes Media/Music/Julian Calor/No Fear Anymore [Single]/No Fear Anymore.mp3,"Ava Silver, Julian Calor",2019/05/28,
Your Pain,Your Pain [Single],Koven,Koven,Dubstep / Brostep / Riddim,2019,2020-07-01 21:24:48,MONSTERCAT,13,iTunes Media/Music/Koven/Your Pain [Single]/Your Pain.mp3,Koven,2019/11/21,
Outlaws [Extended Mix],Outlaws [Single],Manse & JRL (feat. Jonny Rose),Manse & JRL,Progressive House,2019,2020-07-01 21:24:48,REVEALED,9,iTunes Media/Music/Manse & JRL/Outlaws [Single]/Outlaws [Extended Mix].mp3,"JRL, Jonny Rose, Manse",2019/10/25,
You're Wild [Extended Version],You're Wild [Single],Mo Falk,Mo Falk,Future House / Future Bounce,2019,2020-07-01 21:24:48,HEXAGON,7,iTunes Media/Music/Mo Falk/You're Wild [Single]/You're Wild [Extended Version].mp3,Mo Falk,2019/09/12,
Tastes Gud [Extended Mix],Tastes Gud [Single],Mo Falk × Zoopreme,Mo Falk × Zoopreme,Future House / Future Bounce,2019,2020-07-01 21:24:48,HEXAGON,11,iTunes Media/Music/Mo Falk × Zoopreme/Tastes Gud [Single]/Tastes Gud [Extended Mix].mp3,"Mo Falk, Zoopreme",2019/11/14,
Lady (Hear Me Tonight) [Original Mix],Lady (Hear Me Tonight) [Single],Modjo,Modjo,Disco,2000,2020-07-01 21:24:48,BARCLAY,7,iTunes Media/Music/Modjo/Lady (Hear Me Tonight) [Single]/Lady (Hear Me Tonight) [Original Mix.mp3,Modjo,2000/09/08,
Nemesis,Nemesis [Single],Muzz,Muzz,Drum & Bass,2020,2020-07-01 21:24:48,MONSTERCAT,13,iTunes Media/Music/Muzz/Nemesis [Single]/Nemesis.mp3,Muzz,2020/05/28,
Phoenix (WORLDS 2019 Anthem),Phoenix (WORLDS 2019 Anthem) [Single],Riot Games Music (w/ Cailin Russo & Chrissy Costanza),Riot Games Music,Alternative,2019,2020-07-01 21:24:48,RIOT GAMES,2,iTunes Media/Music/Riot Games Music/Phoenix (WORLDS 2019 Anthem) [Single]/Phoenix (WORLDS 2019 Anthem).mp3,"Cailin Russo, Chrissy Costanza, Riot Games Music",2019/10/02,
Something Comforting,Something Comforting [Single],Porter Robinson,Porter Robinson,Electro Pop,2020,2020-07-01 21:24:48,MOM+POP,6,iTunes Media/Music/Porter Robinson/Something Comforting [Single]/Something Comforting.mp3,Porter Robinson,2020/03/10,
Get Your Wish,Get Your Wish [Single],Porter Robinson,Porter Robinson,Electro Pop,2020,2020-07-01 21:24:48,MOM+POP,4,iTunes Media/Music/Porter Robinson/Get Your Wish [Single]/Get Your Wish.mp3,Porter Robinson,2020/01/09,
Feel Your Touch [Extended Mix],Feel Your Touch [Single],RetroVision,RetroVision,Future House / Future Bounce,2020,2020-07-01 21:24:48,TIME MACHINE,8,iTunes Media/Music/RetroVision/Feel Your Touch [Single]/Feel Your Touch [Extended Mix].mp3,RetroVision,2020/03/06,
Take Off [Extended Mix],Take Off [Single],RetroVision,RetroVision,Future House / Future Bounce,2019,2020-07-01 21:24:48,MUSICAL FREEDOM,4,iTunes Media/Music/RetroVision/Take Off [Single]/Take Off [Extended Mix].mp3,RetroVision,2019/09/27,
Switch That [Extended Mix],Switch That [Single],RetroVision & Dirty Palm,RetroVision & Dirty Palm,Future House / Future Bounce,2020,2020-07-01 21:24:48,MUSICAL FREEDOM,6,iTunes Media/Music/RetroVision & Dirty Palm/Switch That [Single]/Switch That [Extended Mix].mp3,"Dirty Palm, RetroVision",2020/01/31,
Shelter [RetroVision Flip],Shelter [Remix],Porter Robinson & Madeon,Porter Robinson & Madeon,Future House / Future Bounce,2020,2020-07-01 21:24:48,-,7,iTunes Media/Music/Porter Robinson & Madeon/Shelter [Remix]/Shelter [RetroVision Flip].mp3,"Madeon, Porter Robinson, RetroVision",2020/02/21,
RISE (WORLDS 2018 Anthem),RISE (WORLDS 2018 Anthem) [Single],"Riot Games Music (feat. The Glitch Mob, Mako & The Word Alive)",Riot Games Music,Electro Rock,2018,2020-07-01 21:24:48,RIOT GAMES,5,iTunes Media/Music/Riot Games Music/Rise (WORLDS 2018 Anthem) [Single]/RISE (WORLDS 2018 Anthem).mp3,"Mako, Riot Games Music, The Glitch Mob, The Word Alive",2018/09/18,
TURBO,TURBO [Single],Tokyo Machine,Tokyo Machine,8-Bit House,2019,2020-07-01 21:24:48,MONSTERCAT,12,iTunes Media/Music/Tokyo Machine/TURBO [Single]/TURBO.mp3,Tokyo Machine,2019/10/14,
When In Rome [Chuckie & Debris Remix],When In Rome [Remix],GATTÜSO × Damon Sharpe,GATTÜSO × Damon Sharpe,Future House / Future Bounce,2019,2020-07-01 21:24:48,ARMADA MUSIC,4,iTunes Media/Music/GATTÜSO × Damon Sharpe/When In Rome [Remix]/When In Rome [Chuckie & Debris Remix.mp3,"Chuckie, Damon Sharpe, Debris, GATTÜSO",2019/10/14,
All The Good Girls Go To Hell [Cover],All The Good Girls Go To Hell [Cover],xKito × andrei,xKito × andrei,Chill Trap,2019,2020-07-01 21:24:48,-,3,iTunes Media/Music/xKito × andrei/All The Good Girls Go To Hell [Cover]/All The Good Girls Go To Hell [Cover.mp3,"andrei, xKito, Billie Eilish",2019/11/01,Billie Eilish
Lifetime [VIP Mix],Lifetime [Remix],Zonderling & Josh Cumbee (feat. Damon Sharpe),Zonderling & Josh Cumbee,Future House / Future Bounce,2019,2020-07-01 21:24:48,ARMADA MUSIC,4,iTunes Media/Music/Zonderling & Josh Cumbee/Lifetime [Remix]/Lifetime [VIP Mix].mp3,"Damon Sharpe, Josh Cumbee, Zonderling",2019/10/11,
Flowering (너로피어오라) [Aiobahn Remix],Flowering (너로피어오라),Dareharu 달의하루,Dareharu 달의하루,Future House / Future Bounce,2020,2020-07-01 21:24:48,-,7,iTunes Media/Music/Dareharu 달의하루/Flowering (너로피어오라)/02 Flowering (너로피어오라) [Aiobahn Remix.mp3,"Aiobahn, Dareharu 달의하루",2020/05/16,
Razor Sharp,Razor Sharp [Single],Pegboard Nerds & Tristam,Pegboard Nerds & Tristam,Drumstep / Moombahcore,2013,2020-07-01 22:42:25,MONSTERCAT,14,iTunes Media/Music/Pegboard Nerds & Tristam/Razor Sharp [Single]/Razor Sharp.mp3,"Pegboard Nerds, Tristam",2013/05/01,
Spear Pillar Suite [Jazz Cover],Spear Pillar Suite [Cover],Sinnoh Fusion Ensemble,Sinnoh Fusion Ensemble,Jazz,2020,2020-07-01 23:02:04,-,10,iTunes Media/Music/Sinnoh Fusion Ensemble/Spear Pillar Suite [Cover]/Spear Pillar Suite [Jazz Cover].mp3,"Sinnoh Fusion Ensemble, Go Ichinose & Junichi Masuda, insaneintherainmusic",2020/01/18,Go Ichinose & Junichi Masuda
Congratulations [Original Mix],Congratulations,Don Diablo (feat. Brando),Don Diablo,Deep House,2019,2020-07-02 00:03:19,HEXAGON,11,iTunes Media/Music/Don Diablo/Congratulations/01 Congratulations [Original Mix].mp3,"Brando, Don Diablo",2019/11/28,
SOPHUS,SOPHUS [Single],Matbow,Matbow,Trap,2020,2020-09-10 21:32:18,-,9,iTunes Media/Music/Matbow/SOPHUS [Single]/SOPHUS.m4a,Matbow,2020/09/05,
With You [Slow Magic Remix],With You [Remix],Haywyre,Haywyre,Indie Dance / Nu Disco,2019,2020-09-10 21:41:17,-,10,iTunes Media/Music/Haywyre/With You [Remix]/With You [Slow Magic Remix].mp3,"Haywyre, Slow Magic",2019/12/04,
Worth It,Worth It [Single],Ryan Coss,Ryan Coss,Future House / Future Bounce,2020,2020-09-10 21:41:17,DIVERSITY,16,iTunes Media/Music/Ryan Coss/Worth It [Single]/Worth It.mp3,Ryan Coss,2020/09/07,
Unspoken [Extended Mix],Unspoken [Single],Blackcode & 9lives (feat. Charlie Miller),Blackcode & 9lives,Progressive House,2019,2020-09-10 21:41:17,REVEALED,12,iTunes Media/Music/Blackcode & 9lives/Unspoken [Single]/Unspoken [Extended Mix].mp3,"9lives, Blackcode, Charlie Miller",2019/12/06,
Dying,Dying [Single],Slippy,Slippy,Trap,2020,2020-09-10 21:41:17,MONSTERCAT,16,iTunes Media/Music/Slippy/Dying [Single]/Dying.mp3,Slippy,2020/08/24,
Form,Form [Single],Slippy,Slippy,Dubstep / Brostep / Riddim,2020,2020-09-10 21:41:17,MONSTERCAT,18,iTunes Media/Music/Slippy/Form [Single]/Form.mp3,Slippy,2020/07/16,
Isometric (Intro),Adventure (Deluxe),Madeon,Madeon,Chillstep,2015,2020-09-10 21:41:17,SONY MUSIC,10,iTunes Media/Music/Madeon/Adventure (Deluxe)/01 Isometric (Intro).mp3,Madeon,2015/03/30,
Who Let The Monkeyz Out,Who Let The Monkeyz Out [Single],El Speaker & Highdiwaan,El Speaker & Highdiwaan,Reggaeton,2020,2020-09-10 21:41:17,TRIBAL TRAP,10,iTunes Media/Music/El Speaker & Highdiwaan/Who Let The Monkeyz Out [Single]/Who Let The Monkeyz Out.mp3,"El Speaker, Highdiwaan",2020/07/16,
Ok,Adventure (Deluxe),Madeon,Madeon,Glitch Hop / MidTempo,2015,2020-09-10 21:41:17,SONY MUSIC,11,iTunes Media/Music/Madeon/Adventure (Deluxe)/03 Ok.mp3,Madeon,2015/03/30,
Hiro,AKUMA,Tha Trickaz,Tha Trickaz,Trapstep / Hybrid Trap,2019,2020-09-10 21:41:17,-,10,iTunes Media/Music/Tha Trickaz/Akuma/02 Hiro.mp3,Tha Trickaz,2019/11/29,
Beings,Adventure (Deluxe),Madeon,Madeon,Indie Dance / Nu Disco,2015,2020-09-10 21:41:17,SONY MUSIC,11,iTunes Media/Music/Madeon/Adventure (Deluxe)/06 Beings.mp3,Madeon,2015/03/30,
Innocence,Adventure (Deluxe),Madeon (feat. Aquilo),Madeon,Chillstep,2015,2020-09-10 21:41:17,SONY MUSIC,11,iTunes Media/Music/Madeon/Adventure (Deluxe)/08 Innocence.mp3,"Aquilo, Madeon",2015/03/30,
Glass Cannon,Round Table Reinforcements Vol. 1,Ace Aura,Ace Aura,Dubstep / Brostep / Riddim,2020,2020-09-10 21:41:17,DISCIPLE ROUND TABLE,8,iTunes Media/Music/Ace Aura/Round Table Reinforcements Vol. 1/Glass Cannon.mp3,Ace Aura,2020/07/17,
Hot [Club Edit],Hot [Single],Afrojack × SAYMYNAME,Afrojack × SAYMYNAME,Electro House,2020,2020-09-10 21:41:17,WALL,9,iTunes Media/Music/Afrojack × SAYMYNAME/Hot [Single]/Hot [Club Edit].mp3,"Afrojack, SAYMYNAME",2020/07/17,
Nobody Else [Extended Mix],Nobody Else [Single],Bancali,Bancali,Future House / Future Bounce,2020,2020-09-10 21:41:17,SPINNIN' NEXT,10,iTunes Media/Music/Bancali/Nobody Else [Single]/Nobody Else [Extended Mix].mp3,Bancali,2020/06/29,
Make You Mine [Extended Mix],Make You Mine [Single],Bleu Clair & Ytram (feat. RA),Bleu Clair & Ytram,Tech House,2020,2020-09-10 21:41:17,STMPD,13,iTunes Media/Music/Bleu Clair & Ytram/Make You Mine [Single]/Make You Mine [Extended Mix].mp3,"Bleu Clair, RA, Ytram, Martin Garrix",2020/07/17,
Lifelong,Lifelong [Single],Chime,Chime,Drum & Bass,2020,2020-09-10 21:41:17,NCS,14,iTunes Media/Music/Chime/Lifelong [Single]/Lifelong.mp3,Chime,2020/07/16,
It's Love [Extended Mix],It's Love [Single],Deekey,Deekey,Future House / Future Bounce,2019,2020-09-10 21:41:17,SPINNIN' COPYRIGHT FREE MUSIC,10,iTunes Media/Music/Deekey/It's Love [Single]/It's Love [Extended Mix].mp3,Deekey,2019/12/06,
Movement [Extended Mix],Movement [Single],Jordan Jay × JLV,Jordan Jay × JLV,House,2019,2020-09-10 21:41:17,GENERATION HEX,11,iTunes Media/Music/Jordan Jay × JLV/Movement [Single]/Movement [Extended Mix].mp3,"JLV, Jordan Jay",2019/11/15,
Milk Man 2019 [Extended Mix],Milk Man 2019 [Single],KAAZE,KAAZE,Big Room,2019,2020-09-10 21:41:17,REVEALED,12,iTunes Media/Music/KAAZE/Milk Man 2019 [Single]/Milk Man 2019 [Extended Mix].mp3,KAAZE,2019/12/13,
Numb,Meteora,Linkin Park,Linkin Park,Hard Rock,2003,2020-09-10 21:41:17,WMG / WARNER RECORDS,8,iTunes Media/Music/Linkin Park/Meteora/Numb.mp3,Linkin Park,2003/09/08,
No Fear No More [Remix],No Fear No More [Remix],Madeon & EARTHGANG,Madeon & EARTHGANG,Electro Funk,2020,2020-09-10 21:41:17,-,10,iTunes Media/Music/Madeon & EARTHGANG/No Fear No More [Remix]/No Fear No More [Remix].mp3,"EARTHGANG, Madeon",2020/07/07,
Byte [Crunkz Remix],Byte,Martin Garrix & Brooks,Martin Garrix & Brooks,Big Room,2017,2020-09-10 21:41:17,-,9,iTunes Media/Music/Martin Garrix & Brooks/Byte/02 Byte [Crunkz Remix].mp3,"Brooks, Crunkz, Martin Garrix",2017/05/25,
Barracuda,Barracuda [Single],Noisestorm,Noisestorm,Breakbeat,2015,2020-09-10 21:41:17,MONSTERCAT,14,iTunes Media/Music/Noisestorm/Barracuda [Single]/Barracuda.mp3,Noisestorm,2015/05/11,
The Beginning [Extended Mix],The Beginning [Single],OTIOT,OTIOT,House,2020,2020-09-10 21:41:17,ASOT,10,iTunes Media/Music/OTIOT/The Beginning [Single]/The Beginning [Extended Mix].mp3,OTIOT,2020/07/17,
Particle Arts,VIRTUAL SELF,VIRTUAL SELF,VIRTUAL SELF,Neo Trance,2017,2020-09-10 21:41:17,-,8,iTunes Media/Music/VIRTUAL SELF/VIRTUAL SELF/01 Particle Arts.mp3,"VIRTUAL SELF, Porter Robinson",2017/12/01,
